Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
QsWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
QsPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
QsCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
QsNM    ,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
sdWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
sdPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
sdCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
sdNM    ,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -.462518    ,   .113090    ,  -4.08981    ,   .431731E-04,  -.684171    ,  -.240865    
PAY     ,   .141781E-02,   .251447E-03,   5.63861    ,   .171424E-07,   .924987E-03,   .191064E-02
COVERCRO,   .392770E-01,   .793877E-01,   .494750    ,   .620777    ,  -.116320    ,   .194874    
NM      ,  -.631363E-01,   .858280E-01,  -.735615    ,   .461965    ,  -.231356    ,   .105083    
ASC     ,  -.299843    ,   .267507    ,  -1.12088    ,   .262340    ,  -.824147    ,   .224462    
DEMS18  ,   .475908    ,   .845464E-01,   5.62895    ,   .181310E-07,   .310200    ,   .641616    
COSTTAX ,  -.918805E-03,   .369299E-03,  -2.48797    ,   .128474E-01,  -.164262E-02,  -.194993E-03
INCFARM1,   .151482    ,   .204653    ,   .740188    ,   .459186    ,  -.249631    ,   .552594    
INCFARM2,   .240179    ,   .201808    ,   1.19014    ,   .233993    ,  -.155357    ,   .635715    
INCFARM4,   .140792    ,   .205159    ,   .686255    ,   .492552    ,  -.261313    ,   .542897    
INCFARM5,   .239760    ,   .210244    ,   1.14039    ,   .254123    ,  -.172310    ,   .651830    
INCFARM6,   .958578    ,   .317474    ,   3.01939    ,   .253281E-02,   .336341    ,   1.58081    
FARMSI2 ,   .344125    ,   .144566    ,   2.38041    ,   .172935E-01,   .607816E-01,   .627468    
FARMSI3 ,   .147150    ,   .164785    ,   .892984    ,   .371865    ,  -.175822    ,   .470122    
FARMSI4 ,   .199714    ,   .109459    ,   1.82456    ,   .680676E-01,  -.148213E-01,   .414250    
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -1.77366    ,   .189819    ,  -9.34396    ,   .000000    ,  -2.14570    ,  -1.40162    
PAY     ,   .810085E-02,   .684578E-03,   11.8333    ,   .000000    ,   .675910E-02,   .944259E-02
COVERCRO,  -.367400    ,   .125893    ,  -2.91836    ,   .351882E-02,  -.614145    ,  -.120655    
NM      ,  -.406822    ,   .119671    ,  -3.39950    ,   .675103E-03,  -.641373    ,  -.172271    
ASC     ,  -1.38492    ,   .345736    ,  -4.00572    ,   .618293E-04,  -2.06255    ,  -.707292    
DEMS18  ,   .741315    ,   .103442    ,   7.16646    ,   .000000    ,   .538572    ,   .944058    
COSTTAX ,  -.121551E-02,   .388871E-03,  -3.12574    ,   .177357E-02,  -.197768E-02,  -.453337E-03
INCFARM1,   .875915    ,   .279876    ,   3.12966    ,   .175011E-02,   .327368    ,   1.42446    
INCFARM2,   .653400    ,   .280994    ,   2.32532    ,   .200549E-01,   .102662    ,   1.20414    
INCFARM4,   .479734    ,   .285163    ,   1.68231    ,   .925079E-01,  -.791755E-01,   1.03864    
INCFARM5,   .614204    ,   .293026    ,   2.09607    ,   .360759E-01,   .398829E-01,   1.18852    
INCFARM6,   2.06379    ,   .442603    ,   4.66285    ,   .311863E-05,   1.19630    ,   2.93127    
FARMSI2 ,   .793101    ,   .180327    ,   4.39812    ,   .109192E-04,   .439666    ,   1.14654    
FARMSI3 ,   .258299    ,   .198413    ,   1.30182    ,   .192977    ,  -.130584    ,   .647182    
FARMSI4 ,   .595674    ,   .140849    ,   4.22916    ,   .234565E-04,   .319614    ,   .871733    
WETL:LAK,   .000000    ,   .000000    ,   .100000E+11,   .234565E-04,   .000000    ,   .000000    
PAY :LAK,   .000000    ,   .000000    ,   .100000E+11,   .234565E-04,   .000000    ,   .000000    
COVE:LAK,   .835788E-01,   .231309E-01,   3.61329    ,   .302332E-03,   .382430E-01,   .128915    
NM  :LAK,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
QsWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
QsPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
QsCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
QsNM    ,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
sdWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
sdPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
sdCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
sdNM    ,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
                                                                                
