id,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017,countyresident
6945066152,Female,50-70,"B.A., B.S., or equivalent","More than $1,000,000",75%-100%,100 - 500 acres,"No, majority of my land is not currently used for crop production.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired,Yellow Medicine
6941915788,Male,50-70,,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Alfalfa/other hay,Full-time farm work on land owned by me or rented from others,Otter Tail
6941781008,Male,50-70,Some college degree,"$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,McLeod
6941005128,,,,,,None,,,,Carver
6940815398,,,,,75%-100%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Murray
6940155468,Male,30-50,"B.A., B.S., or equivalent","$100,000 - $249,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Stevens
6937754838,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Martin
6936574728,Male,30-50,Graduate degree,"$100,000 - $249,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time off-farm work,Blue Earth
6934585817,Male,50-70,Some college degree,"$25,000 - $99,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time off-farm work,Blue Earth
6934559667,Male,30-50,"B.A., B.S., or equivalent","More than $1,000,000",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,McLeod
6934348442,Male,Over 70,Graduate degree,"$25,000 - $99,999",1%-25%,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Full-time off-farm work,Hennepin
6934185982,Male,50-70,Some college degree,"$1 -$24,999",0,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time off-farm work,Carver
6933987919,Male,30-50,Some college degree,"$100,000 - $249,999",1%-25%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time off-farm work,Nicollet
6933706763,Male,30-50,Some college degree,"More than $1,000,000",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others,Kandiyohi
6933503691,Male,50-70,"B.A., B.S., or equivalent","$500,000 - $999,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Cottonwood
6933154498,Male,50-70,Graduate degree,"$25,000 - $99,999",0,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time off-farm work,Dakota
6933133137,,,,,1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others,Brown
6932752643,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Sibley
6932751625,,,,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Chippewa
6932688717,Male,50-70,Some college degree,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Martin
6932441494,,,,,75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Grant
6932293849,Male,50-70,"B.A., B.S., or equivalent","$1 -$24,999",1%-25%,1 - 100 acres,,Other (please specify),Retired,Otter Tail
6932088242,Female,Over 70,"B.A., B.S., or equivalent","$100,000 - $249,999",75%-100%,,"Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired,Freeborn
6931894923,Male,50-70,Some college degree,"$250,000 - $499,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Stevens
6931885688,,,,,25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time off-farm work,Blue Earth
6931787072,Male,30-50,Graduate degree,"$25,000 - $99,999",25%-50%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time off-farm work,Otter Tail
6931585020,Male,30-50,Some college degree,"$1 -$24,999",0,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Brown
6931498222,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time farm work on land owned by me or rented from others,Swift
6931279978,Female,30-50,"B.A., B.S., or equivalent","$25,000 - $99,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Farm manager hired by someone else,Blue Earth
6930958766,Male,30-50,Graduate degree,"$500,000 - $999,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others,Renville
6930668529,Male,Under 30,Some college degree,"$1 -$24,999",25%-50%,None,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Part-time off-farm work,Martin
6930465140,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",50%-75%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others,Martin
6930456202,Other/Prefer not to say,50-70,High school diploma,"$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Nobles
6930330199,Male,30-50,Some college degree,"$25,000 - $99,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others,Sibley
6930202534,Female,30-50,"B.A., B.S., or equivalent","$25,000 - $99,999",75%-100%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Rice
6930096244,,,,,75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Lyon
6930079051,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Faribault
6929947545,Female,Over 70,Some college degree,"$1 -$24,999",75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Martin
6929858535,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Redwood
6929566355,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Part-time off-farm work,Hennepin
6929551675,Male,50-70,Some college degree,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Nicollet
6929344611,Male,50-70,Some college degree,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Faribault
6929143264,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired,Jackson
6928839973,,,,,50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Waseca
6928802489,Male,Over 70,High school diploma,"$1 -$24,999",75%-100%,"500 - 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Waseca
6928795921,Male,50-70,Some college degree,"$250,000 - $499,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Blue Earth
6928735471,,,,,50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Martin
6928713560,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",50%-75%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others,Nicollet
6928704976,Male,Over 70,Some college degree,"$1 -$24,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Jackson
6928541618,Male,50-70,Some college degree,"$100,000 - $249,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Brown
6928526475,,,,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Cottonwood
6928506433,,,,,25%-50%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Part-time farm work on land owned by me or rented from others,Freeborn
6928504611,Female,50-70,Some college degree,"$1 -$24,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Waseca
6928482714,Male,50-70,Some college degree,"$500,000 - $999,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Otter Tail
6928473662,Male,50-70,Some college degree,"$25,000 - $99,999",25%-50%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Part-time farm work on land owned by me or rented from others,Blue Earth
6928311009,Male,30-50,"B.A., B.S., or equivalent","$100,000 - $249,999",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Big Stone
6928285300,Male,50-70,High school diploma,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Conservation Reserve Program (CRP),Full-time farm work on land owned by me or rented from others,Lyon
6928282907,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Douglas
6928248814,Other/Prefer not to say,Over 70,High school diploma,None,25%-50%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Douglas
6928220423,Male,50-70,Some college degree,"$100,000 - $249,999",75%-100%,"500 - 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others,
6928200982,Male,Over 70,"B.A., B.S., or equivalent","$500,000 - $999,999",50%-75%,"More than 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired,Freeborn
6928197304,Male,50-70,Some college degree,"More than $1,000,000",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Jackson
6928055902,Male,50-70,High school diploma,"$1 -$24,999",25%-50%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,Brown
6928055608,Other/Prefer not to say,50-70,"B.A., B.S., or equivalent","More than $1,000,000",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Otter Tail
6928052617,Other/Prefer not to say,50-70,High school diploma,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Brown
6928043253,,,,,75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,McLeod
6928029902,Male,50-70,Some college degree,None,0,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Retired,Grant
6928014492,,,,,25%-50%,1 - 100 acres,,Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Jackson
6927954841,,,,,,1 - 100 acres,"No, majority of my land is not currently used for crop production.",,Part-time farm work on land owned by me or rented from others,Washington
6927954250,Male,Over 70,High school diploma,"$25,000 - $99,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Grant
6927948667,Male,50-70,High school diploma,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Redwood
6927942980,Male,50-70,Graduate degree,"More than $1,000,000",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Retired,Swift
6927914142,,Over 70,High school diploma,"$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",,Full-time farm work on land owned by me or rented from others,Big Stone
6927913113,Male,50-70,Some college degree,"$1 -$24,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Brown
6927899941,,,,,75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Brown
6927866573,Male,50-70,Some college degree,None,0,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Full-time off-farm work,Waseca
6927857741,Female,50-70,Some college degree,"$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Murray
6927775381,,,,,1%-25%,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Conservation Reserve Program (CRP),Full-time off-farm work,Swift
6927608649,Male,50-70,High school diploma,"$250,000 - $499,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Sibley
6927564241,,,,,50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,Redwood
6927545653,Male,50-70,High school diploma,"$1 -$24,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time off-farm work,Big Stone
6927471449,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,
6927238205,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Freeborn
6927085272,Female,30-50,Some college degree,"$1 -$24,999",0,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Grant
6926902789,Male,Over 70,"B.A., B.S., or equivalent","$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Big Stone
6926883676,Male,50-70,High school diploma,"$1 -$24,999",1%-25%,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Blue Earth
6926684241,Male,50-70,"B.A., B.S., or equivalent",,75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Grant
6926133812,Male,50-70,Some college degree,"More than $1,000,000",50%-75%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Renville
6925691377,Female,50-70,Some college degree,"$100,000 - $249,999",0,"500 - 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,Nicollet
6925479410,Male,50-70,Some college degree,"$25,000 - $99,999",75%-100%,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Full-time farm work on land owned by me or rented from others,Le Sueur
6925475963,,,,,25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Renville
6925475627,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Sibley
6925411481,Male,50-70,Graduate degree,"$250,000 - $499,999",1%-25%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Waseca
6925391133,Male,Over 70,Some college degree,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Yellow Medicine
6925351988,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Redwood
6925276018,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Stevens
6925148928,,,,,,None,,,,Hennepin
6925117930,,,,,50%-75%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Renville
6925112112,Male,30-50,"B.A., B.S., or equivalent","More than $1,000,000",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Chippewa
6925090735,Male,50-70,"B.A., B.S., or equivalent","$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time farm work on land owned by me or rented from others,Cottonwood
6925029626,Male,Over 70,"B.A., B.S., or equivalent","$1 -$24,999",0,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Conservation Reserve Program (CRP),Retired,Le Sueur
6924889661,Male,50-70,Some college degree,"$250,000 - $499,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Chippewa
6924789209,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Renville
6924648234,,,,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Swift
6924604682,Male,Over 70,Graduate degree,"$1 -$24,999",25%-50%,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Retired,Martin
6924597547,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Redwood
6924548198,Female,30-50,"B.A., B.S., or equivalent","$1 -$24,999",50%-75%,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Part-time farm work on land owned by me or rented from others,Le Sueur
6924513479,Male,50-70,High school diploma,"$500,000 - $999,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Jackson
6924372074,Male,30-50,Some college degree,"$250,000 - $499,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,Chippewa
6924359661,Female,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Sibley
6924334238,Other/Prefer not to say,Over 70,"B.A., B.S., or equivalent","$25,000 - $99,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean(All No-till),Retired,Freeborn
6924333898,,,,,50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean(All No-till),Retired,Freeborn
6924327658,,,,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Continuous Corn (any tillage system),Full-time farm work on land owned by me or rented from others,Waseca
6924319094,Male,50-70,Some college degree,"$25,000 - $99,999",50%-75%,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Renville
6924303569,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",1%-25%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Freeborn
6924255499,Male,50-70,Some college degree,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Continuous Corn (any tillage system),Full-time farm work on land owned by me or rented from others,Brown
6924252974,Other/Prefer not to say,Over 70,High school diploma,"$25,000 - $99,999",25%-50%,100 - 500 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Retired,Blue Earth
6924251283,,,,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Swift
6924246168,,,,,75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Redwood
6924239246,Male,Over 70,High school diploma,"$100,000 - $249,999",75%-100%,"500 - 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Retired,Cottonwood
6924231184,Male,50-70,High school diploma,"$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time off-farm work,Sibley
6924226818,Male,Over 70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Jackson
6924224030,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Sibley
6924223908,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time farm work on land owned by me or rented from others,Pipestone
6924215880,,,,,75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,
6924211132,Female,30-50,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Part-time farm work on land owned by me or rented from others,Watonwan
6924209904,Male,50-70,High school diploma,"$500,000 - $999,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Kandiyohi
6924194655,,,,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Douglas
6924101928,Male,30-50,Graduate degree,"$100,000 - $249,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time off-farm work,Pope
6924100619,,,,,75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time farm work on land owned by me or rented from others,Brown
6924088968,,,,,50%-75%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Cottonwood
6924079621,Male,Over 70,High school diploma,"$1 -$24,999",25%-50%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Blue Earth
6924077360,Male,50-70,Graduate degree,"$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Retired,Swift
6924077001,,,,,25%-50%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Blue Earth
6924072627,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Chippewa
6924068010,,,,,50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Redwood
6924044928,Male,Over 70,Some college degree,"$100,000 - $249,999",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Martin
6924025722,Male,30-50,Some college degree,"$250,000 - $499,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Brown
6924025410,,,,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Freeborn
6924025148,,,,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Freeborn
6923978329,Male,50-70,"B.A., B.S., or equivalent","$500,000 - $999,999",50%-75%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Pope
6923974560,Male,Over 70,High school diploma,"$25,000 - $99,999",0,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Retired,McLeod
6923965588,,,,,75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Martin
