respondentid,choice1.,choice2.,choice3.,choice4.,choice5.,choice6.,choice7.,choice8,countyresident,countyland,scenicconcern,scenicmoderate,scenicmajor,nutrientconcern,nutrientmoderate,nutrientmajor,habitatconcern,habitatmoderate,habitatmajor,sedimentconcern,sedimentmoderate,sedimentmajor,recreationconcern,recreationmoderate,recreationmajor,valknowconservation,valundueblame,valwaterimportant,vallandregulate,valwaterproblem,valpaymentimportant,valtogether,valstaff,valsteward,valinfluence,pollutionobs,familiar25,otherswetland,otherscovercrop,othersnm,pastcrp,pastfcp,pastmci,pastoneseason,pastlongterm,pastgcdt,pastgcsv,nowcrp,noweqip,nowfcsv,nowcsp,practicegd,practicemintill,practicerb,practicerp,obssediment,obsnutrients,obsodor,obstrash,obslackfish,obsunsafeswim,obscolor,obsunsafedrink,opwetlandfamiliar,opwetlandcostr,opwetlandcontrol,opwetlandequipment,opwetlandcostm,opwetlandhabitat,opwetlandsoil,opcovercropfamiliar,opcovercroprp,opcovercroptimep,opcovercroptimeh,opcovercroprs,opcovercropis,opcovercropln,opnmfamiliar,opnmrs,opnmrl,opnmis,opnmrf,opnmcost,opwetlandopen,opwetlandrestored,opcovercropopen,opcovercropplant,opnmopen,acfish,acswim,acexplore,ackayak,achunt,achike,acbike,acpicnic,achorseride,acgooffroading,sptlandowners,sptfarmmanager,sptrenters,sptgovstaff,sptmrbboard,infonrcs,infofsa,infoces,infomedial,infospecialists,infosfdealer,infomdealer,infoneighborfriends,infoscdc,infovai,infoprivateconsultants,infonpo,infomedian,preferfielddemo,preferinternet,prefercountymeeting,prefertelevision,prefermagazines,preferradio,preferprinted,prefervisual,preferonfarmconsul,prefertradeshows,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017,COM,GCON,SMET,ETHIC,NCOM,ADV,AgResp,WATER,AgVal,LoSte,LoResp,NM_DIS,WLD_DIS,CC_DIS,OPEN,FAMIL,WLD_ADV,CC_ADV,NM_ADV
6946738484,C,C,C,C,C,C,C,C,Renville,Renville,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,4,4,2,2,3,3,3,3,3,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,2,4,2,3,3,3,4,4,3,1,3,3,3,3,3,3,3,1,2,3,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,,Some college but no 4-year degree,,50%-75%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.392640789,-0.303735869,-0.460145344,-0.199857255,-0.210620676,-0.012183549,-0.178765368,-0.198308519,-0.810883404,-0.588435461,0.072488739,0.36154914,0.536019705,-0.047839973,0.445271359,-0.258249863,-0.345909659,0.032504673,-0.090604076
6946737162,V,V,C,V,C,V,V,C,Renville,Renville,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,3,2,4,3,4,3,1,3,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Male,Over 70,High school diploma,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,0.177186592,-0.245705191,0.106105191,0.159229584,0.050021409,0.002323033,-0.2092655,-0.071531874,-0.193614681,0.371623161,-0.11204765,NA,NA,NA,NA,NA,NA,NA,NA
6946736097,V,C,V,C,C,C,C,C,Douglas,Douglas,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,2,3,3,4,3,4,4,2,3,3,3,3,3,3,1,3,3,3,3,3,1,2,1,3,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Male,50-70,High school diploma,"$1 -$24,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,2.118088658,0.171163142,2.027781847,2.019691962,0.238991996,0.016150724,0.286250758,0.341052554,1.016311128,0.29335965,0.072841327,0.339142414,-0.246496075,0.010245909,-0.479883825,-0.118658822,0.249462173,-0.369497036,-0.301973812
6946735108,C,C,C,C,C,C,C,V,Redwood,Redwood,2,3,2,2,2,1,1,1,1,2,1,1,2,2,1,4,4,4,1,2,4,3,4,4,3,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,3,2,4,4,4,4,3,4,4,3,2,3,3,3,3,3,3,3,2,3,3,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-1.376959725,-0.270765076,-1.319101252,-0.714963643,0.016507972,0.000460564,0.227838041,-0.177544555,-0.441672415,-0.065141805,0.072800018,0.351470645,-0.735158618,0.13146726,0.594400358,-0.249580073,-0.153449234,-0.032066842,-0.110789395
6946734321,,,,,,,,,Lincoln,Lincoln,2,3,3,1,2,2,2,2,2,1,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,50-70,High school diploma,"$25,000 - $99,999",0,I do not own any land,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,-0.184698553,-0.297706375,-1.307901186,-0.20748606,0.008137163,0.007373516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6946589637,V,C,V,C,V,V,V,V,Grant,Grant,4,4,4,2,2,4,4,4,4,3,4,3,4,4,4,5,4,5,4,3,4,5,5,5,3,NA,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,2,3,3,5,5,5,2,2,3,5,5,3,1,3,3,4,4,3,1,2,1,3,3,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,Male,50-70,Some college but no 4-year degree,"$1 -$24,999",1%-25%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Full-time off-farm work,NA,NA,NA,NA,NA,NA,0.258339944,0.105622863,0.909877405,0.598076523,0.072867475,0.375191792,-1.013815886,-0.391840022,-0.268995176,0.055886238,1.438942896,0.806424663,0.554786676
6946589608,V,C,V,C,V,V,C,C,Murray,Murray,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,3,3,3,4,4,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Male,50-70,High school diploma,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,0.19002112,-0.301684083,0.089629738,0.143764876,0.10094561,0.0171994,-0.204285452,-0.09902768,-0.717555738,-0.181265684,-0.112082896,0.345501417,-0.322343626,-0.014906643,0.843323125,-0.298133884,-0.376924143,-0.03210272,-0.109325429
6946588901,V,V,V,V,V,V,V,V,Kandiyohi,Kandiyohi,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,4,2,3,4,3,3,4,2,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,5,4,4,4,1,3,1,3,4,5,4,4,2,1,3,3,3,3,3,2,2,2,3,2,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Over 70,High school diploma,"$100,000 - $249,999",50%-75%,100 to 500 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-1.676891514,-0.142848466,-1.670956098,-0.992408317,-0.120498424,-0.009434227,0.261205205,-0.007673166,-0.614751697,-0.733748944,0.072777116,0.36945551,0.869529884,0.791681211,0.146615062,-0.102524855,-0.88479145,-0.2031704,-0.255265165
6946588875,V,C,V,V,V,C,C,V,Nicollet,,1,1,1,1,1,4,3,3,3,1,1,1,1,1,1,4,5,4,2,3,4,4,2,4,1,3,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,5,5,3,2,3,3,3,3,3,3,2,2,2,4,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,,,I do not own any land,,,Retired,-0.804393201,-0.303122797,-1.368796803,-1.47834323,-0.345033906,-0.016745385,-0.217365129,-0.183614644,-0.643279892,-0.066341769,-0.112078696,-0.524214327,1.212060006,0.057799966,0.910274618,-0.156227962,-0.208362282,-0.407829937,-0.052487225
6946588448,,,,,,,,,Blue Earth,Blue Earth,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Over 70,High school diploma,,75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,-1.303074065,-0.301059957,-1.347695369,-1.584208455,-0.250062902,-0.010622405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6946588193,V,V,V,V,V,V,V,V,Hennepin,Hennepin,3,3,3,3,3,3,4,3,2,2,2,2,1,2,2,3,4,4,3,4,4,4,4,4,4,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,4,5,4,4,4,4,3,4,2,4,5,4,1,3,3,2,5,3,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Male,Over 70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,-0.351807058,-0.273543065,-0.451580341,-0.001506125,-0.269441248,-0.015479015,0.236225688,0.098423174,0.063467909,-0.423648494,-0.112012402,NA,NA,NA,NA,NA,NA,NA,NA
6946587636,C,C,C,C,C,C,C,C,Brown,Brown,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,1,4,4,3,5,1,1,1,1,NA,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Male,50-70,High school diploma,,75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,0.151561193,-0.27776135,0.017322914,0.159269593,-0.056188807,-0.013342641,-0.170948648,-0.257828792,-0.406034179,0.007026148,-0.111875032,NA,NA,NA,NA,NA,NA,NA,NA
6946587356,V,C,V,C,C,V,V,C,Nobles,Nobles,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,1,2,4,4,4,4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,2,2,3,4,3,3,3,3,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,50-70,,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.864571903,-0.29388813,-0.876349242,-0.803049151,0.330586854,0.03597889,-0.184422154,-0.232987722,-0.106424404,0.047034882,0.072539133,-0.05286815,-0.209425252,0.288997993,0.420552036,-0.210506885,-0.454459255,-0.059189485,-0.262095147
6946586671,C,C,C,C,V,V,C,C,Carver,Carver,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,5,1,5,5,5,4,5,4,1,4,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,3,3,3,3,3,2,2,2,2,5,5,3,5,1,1,5,3,3,2,3,2,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,1.233589678,-0.074387593,1.065414588,1.105957558,-0.069469629,-0.006524539,-0.177980666,0.12732904,0.628260052,0.671794299,-0.112041219,-1.512145598,-0.352517019,-0.654573482,0.123466517,-0.117014552,-0.216890349,0.617420264,0.691806851
6946586125,V,V,V,V,V,V,V,V,Wabasha,Wabasha,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,1,NA,NA,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,3,4,3,4,4,5,2,2,2,4,4,3,1,3,3,4,3,3,3,3,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,Male,Over 70,High school diploma,"$1 -$24,999",50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others,0.187300132,-0.281521817,0.204909173,0.165210573,-0.225770321,-0.018469866,0.254015334,0.03211407,0.063632286,-0.12971458,0.072816291,NA,NA,NA,NA,NA,NA,NA,NA
6946585546,C,C,C,C,C,C,C,C,Redwood,Redwood,2,3,3,1,2,2,2,1,1,1,1,1,1,1,1,5,5,3,1,3,5,4,4,5,3,3,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,3,1,3,4,5,5,5,3,3,1,5,3,3,3,1,5,2,3,2,3,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-1.474417546,-0.299185384,-1.514240701,-0.502569804,-0.234065296,-0.011717876,-0.218416027,-0.168688553,-0.110591763,0.445644801,-0.112031208,0.394907658,0.591279899,1.140001929,0.065913538,0.267273442,-1.268847326,-0.994459766,-0.749173168
6946584969,V,C,V,C,V,C,C,C,Le Sueur,Rice,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,4,5,3,1,1,1,3,3,5,1,2,3,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,2,5,5,5,5,1,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Male,50-70,Some college but no 4-year degree,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,-1.214555929,-0.275998992,-1.422832886,-1.094834159,-0.298012208,-0.018855368,-0.249150221,-0.438483787,-0.95071121,0.223065125,-0.112043668,0.327656434,1.587163635,0.388462794,0.626674621,0.110989349,-1.969885197,-0.696209536,-0.501853421
6946584818,V,V,V,C,V,V,V,V,Blue Earth,Blue Earth,2,3,3,5,5,3,3,3,3,5,5,5,3,3,3,4,3,5,5,4,4,5,5,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,4,2,2,2,5,5,2,2,3,2,4,3,2,3,3,3,4,3,3,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",75%-100%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,0.383641289,0.008915414,1.52684592,0.109658954,0.477558952,0.029911102,0.286097887,0.242712817,0.931476402,-0.03408902,0.072821018,0.186652024,-0.942908035,-0.408760948,-0.489798051,-0.001062704,1.109552783,-0.094482761,0.028765259
6946583955,C,C,C,C,C,C,C,C,Cottonwood,Cottonwood,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,5,3,3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Over 70,High school diploma,,50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Alfalfa/other hay,Part-time farm work on land owned by me or rented from others,-0.900255929,-0.303722555,-0.871764913,-0.784866197,-0.322263132,-0.020177746,-0.177138659,-0.147179501,-0.868705073,-0.701410358,0.072495639,0.340333149,0.018809044,0.063657954,0.908632471,-0.323550128,-0.565405482,-0.52749159,-0.371267916
6946583813,V,V,V,C,V,V,V,V,Dakota,Lac Qui Parle,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,4,3,4,2,3,4,3,3,4,3,3,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,NA,4,3,2,4,4,2,2,3,3,4,4,4,1,3,3,3,4,3,3,3,1,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",1%-25%,"500 to 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,-1.194064901,-0.3001161,-1.424966036,-0.900228116,-0.239377465,-0.014038793,-0.200814682,-0.10721834,-0.714090453,-0.175346506,-0.112089782,NA,NA,NA,NA,NA,NA,NA,NA
6946513673,C,C,C,C,C,V,C,C,Sibley,Sibley,3,4,3,3,4,3,4,3,3,3,3,2,2,2,2,3,4,4,4,3,4,3,3,3,3,3,3,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,NA,1,4,2,3,4,4,3,2,3,3,4,4,3,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Male,30-50,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,0.010517705,-0.279141482,0.068823018,0.320493827,-0.108423714,-0.004094257,-0.022616968,-0.025871058,-0.714290495,-0.683704546,-0.1120735,NA,NA,NA,NA,NA,NA,NA,NA
6946511637,,,,,,,,,Brown,Brown,3,3,3,4,3,4,4,4,4,4,3,3,4,3,3,4,4,4,2,2,2,4,2,4,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,5,4,5,4,3,3,3,3,2,4,4,2,3,2,3,4,3,3,2,3,2,3,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,Male,Over 70,High school diploma,"$100,000 - $249,999",50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,0.801637835,-0.282567979,0.562510357,0.310763783,-0.142035566,-0.005265105,-0.190883343,-0.23636681,-0.647818013,0.03506521,0.072541396,-0.111538143,1.038639074,-0.300060987,0.187548783,-0.012250394,-0.334461437,0.052428602,0.099573659
6946260193,C,V,C,V,C,C,V,V,Redwood,Redwood,3,3,3,3,4,3,3,3,3,3,3,3,2,3,2,3,2,4,3,4,3,4,4,3,3,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,3,3,3,3,4,2,2,3,3,4,4,4,2,2,2,4,4,3,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.011294588,-0.219393434,0.23397848,0.133136214,-0.205081985,-0.022737303,0.199676465,0.105603579,0.040700134,-0.785301201,-0.112036689,-0.558332771,-0.381399617,-0.189592285,0.15177871,-0.277914943,0.125060562,0.223384668,0.302098201
6946258184,C,V,C,V,C,V,V,C,Watonwan,Watonwan,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,4,1,5,5,4,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,1,2,2,1,1,5,2,4,3,5,5,3,4,2,2,5,2,1,2,3,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,2.107361383,-0.232284648,2.048338024,2.024079509,-0.131739902,-0.019396312,0.251934239,0.02501837,0.815118875,0.222929344,0.072813319,-0.781760203,-1.136124693,-0.145702025,-0.195400074,0.077415531,-1.225141671,0.372545333,0.45786346
6946255870,V,C,V,C,V,V,C,C,Dakota,Dakota,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,3,1,2,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,3,2,4,4,2,5,5,5,1,1,1,1,5,5,5,2,2,5,5,1,1,2,1,2,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,Female,50-70,Some college but no 4-year degree,"$25,000 - $99,999",1%-25%,1 to 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Alfalfa/other hay,Retired,2.044590709,0.263660192,2.013614694,1.36119469,0.522804371,0.028616457,0.296470166,0.327403949,1.041691888,0.392065283,0.072853426,-0.816276346,-0.941192331,-1.163021385,-0.485545637,0.300233564,1.232497932,0.304013146,0.613292239
6946253329,,,,,,,,,Freeborn,Freeborn,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,4,5,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,3,5,5,3,3,3,3,3,3,3,3,3,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$1 -$24,999",50%-75%,"500 to 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,0.170236506,-0.3066756,0.106758398,0.156709264,-0.254579356,-0.021570747,-0.157983591,-0.118626921,-0.411276828,0.241152334,-0.111871865,0.330479424,-0.231339209,0.90445791,0.272049597,0.085504144,-0.530400937,-0.658986962,-0.442227426
6946252003,,,,,,,,,Rice,Rice,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,5,5,4,3,5,5,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,3,5,5,NA,2,2,2,3,5,5,5,2,3,3,4,3,3,1,3,3,3,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Female,50-70,Graduate degree,"$1 -$24,999",1%-25%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),,1.227429547,-0.158520888,1.076339509,1.112552414,-0.145478421,-0.017808559,0.291687118,0.25172054,0.942190305,-0.055416592,0.072820113,NA,NA,NA,NA,NA,NA,NA,NA
