Water body name,Water body description,Water body type,Year added to List,Basin,AUID,Use Class,County,Affected designated use,Pollutant or stressor
Mustinka River,Lightning Lk to Mustinka River Flowage,Stream,2010,Red River of the North,09020102-580,"2Bg, 3C",Grant,Aquatic Life,Dissolved oxygen
Mustinka River,Lightning Lk to Mustinka River Flowage,Stream,2014,Red River of the North,09020102-580,"2Bg, 3C",Grant,Aquatic Life,Fish bioassessments
Mustinka River,Lightning Lk to Mustinka River Flowage,Stream,2008,Red River of the North,09020102-580,"2Bg, 3C",Grant,Aquatic Life,Turbidity
Mustinka River,Lightning Lk to Mustinka River Flowage,Stream,2014,Red River of the North,09020102-580,"2Bg, 3C",Grant,Aquatic Recreation,Escherichia coli (E.coli)
Mustinka River,Mustinka River Flowage to Grant/Traverse County Line,Stream,2008,Red River of the North,09020102-582,"2Bg, 3C",Grant,Aquatic Life,Turbidity
Mustinka River (Mustinka River Ditch),Twelvemile Cr to Unnamed cr,Stream,2020,Red River of the North,09020102-583,"2Bg, 3C",,Aquatic Life,Benthic macroinvertebrates bioassessments
Mustinka River (Mustinka River Ditch),Twelvemile Cr to Unnamed cr,Stream,2014,Red River of the North,09020102-583,"2Bg, 3C",,Aquatic Life,Turbidity
North Cormorant River,Headwaters to Blackduck R,Stream,2018,Red River of the North,09020302-506,"2Bg, 3C",Beltrami,Aquatic Life,Dissolved oxygen
North Cormorant River,Headwaters to Blackduck R,Stream,2018,Red River of the North,09020302-506,"2Bg, 3C",Beltrami,Aquatic Life,Total suspended solids (TSS)
North Cormorant River,Headwaters to Blackduck R,Stream,2018,Red River of the North,09020302-506,"2Bg, 3C",Beltrami,Aquatic Recreation,Escherichia coli (E.coli)
North Lida,Lake or Reservoir,Lake,1998,Red River of the North,56-0747-01,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
North Tamarack,Lake or Reservoir,Lake,2010,Red River of the North,03-0241-02,"2B, 3C",Becker,Aquatic Recreation,Nutrients
NORWAY (EAST BAY),Lake or Reservoir,Lake,2020,Red River of the North,56-0569-01,"2B, 3C",Otter Tail,Aquatic Recreation,Nutrients
NORWAY (WEST BAY),Lake or Reservoir,Lake,2020,Red River of the North,56-0569-02,"2B, 3C",Otter Tail,Aquatic Recreation,Nutrients
O'Brien Creek,"T149 R32W S2, south line to T150 R32W S23, north line",Stream,2018,Red River of the North,09020302-544,"1B, 2Ag, 3B",Beltrami,Aquatic Life,Dissolved oxygen
O'Brien Creek,"T149 R32W S2, south line to T150 R32W S23, north line",Stream,2018,Red River of the North,09020302-544,"1B, 2Ag, 3B",Beltrami,Aquatic Recreation,Escherichia coli (E.coli)
Orwell,Lake or Reservoir,Lake,2008,Red River of the North,56-0945-00,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Oscar,Lake or Reservoir,Lake,2020,Red River of the North,56-0982-00,"2B, 3C",Otter Tail,Aquatic Recreation,Nutrients
Otter Tail,Lake or Reservoir,Lake,2010,Red River of the North,56-0242-00,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Otter Tail River,Breckenridge Lk to Bois de Sioux R,Stream,2008,Red River of the North,09020103-502,"1C, 2Bdg, 3C",Wilkin,Aquatic Consumption,Arsenic
Otter Tail River,Breckenridge Lk to Bois de Sioux R,Stream,2020,Red River of the North,09020103-502,"1C, 2Bdg, 3C",Wilkin,Aquatic Life,Fish bioassessments
Otter Tail River,Breckenridge Lk to Bois de Sioux R,Stream,1996,Red River of the North,09020103-502,"1C, 2Bdg, 3C",Wilkin,Aquatic Life,Turbidity
Otter Tail River,JD 2 to Breckenridge Lk,Stream,2020,Red River of the North,09020103-504,"1C, 2Bdg, 3C",Wilkin,Aquatic Life,Benthic macroinvertebrates bioassessments
Otter Tail River,JD 2 to Breckenridge Lk,Stream,2004,Red River of the North,09020103-504,"1C, 2Bdg, 3C",Wilkin,Aquatic Life,Turbidity
Otter Tail River,Rice Lk to Mud Lk,Stream,1998,Red River of the North,09020103-532,"1C, 2Bdg, 3C",Otter Tail,Aquatic Life,Dissolved oxygen
Otter Tail River,Unnamed lk (56-0821-00) to Pelican R,Stream,2020,Red River of the North,09020103-574,"1C, 2Bdg, 3C",Otter Tail,Aquatic Recreation,Escherichia coli (E.coli)
Paul,Lake or Reservoir,Lake,2020,Red River of the North,56-0335-00,"2B, 3C",Otter Tail,Aquatic Life,Fish bioassessments
Pebble,Lake or Reservoir,Lake,1998,Red River of the North,56-0829-00,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Pelican,Lake or Reservoir,Lake,1998,Red River of the North,56-0786-00,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Pelican River,Lk Lizzie to Reed Cr,Stream,2020,Red River of the North,09020103-767,"2Bg, 3C",Otter Tail,Aquatic Life,Dissolved oxygen
Pelican River,Lk Lizzie to Reed Cr,Stream,2020,Red River of the North,09020103-767,"2Bg, 3C",Otter Tail,Aquatic Life,Fish bioassessments
Pelican River,Reed Cr to Otter Tail R,Stream,2020,Red River of the North,09020103-768,"2Bg, 3C",Otter Tail,Aquatic Recreation,Escherichia coli (E.coli)
Pelican River,Highway 10 to Detroit Lk,Stream,2020,Red River of the North,09020103-772,"2Bg, 3C",Becker,Aquatic Life,Benthic macroinvertebrates bioassessments
Pelican River,Highway 10 to Detroit Lk,Stream,2020,Red River of the North,09020103-772,"2Bg, 3C",Becker,Aquatic Life,Dissolved oxygen
Pelican River,Highway 10 to Detroit Lk,Stream,2020,Red River of the North,09020103-772,"2Bg, 3C",Becker,Aquatic Life,Fish bioassessments
Pelican River,Highway 10 to Detroit Lk,Stream,2020,Red River of the North,09020103-772,"2Bg, 3C",Becker,Aquatic Recreation,Escherichia coli (E.coli)
Pennington County Ditch 96 (76),Headwaters to Red Lake R,Stream,2016,Red River of the North,09020303-505,"2Bm, 3C",Pennington,Aquatic Recreation,Escherichia coli (E.coli)
Perry Creek,Unnamed cr to Cormorant R,Stream,2018,Red River of the North,09020302-605,"2Bg, 3C",Beltrami,Aquatic Life,Fish bioassessments
Pickerel,Lake or Reservoir,Lake,2020,Red River of the North,03-0287-00,"2B, 3C",Becker,Aquatic Consumption,Mercury in fish tissue
Pickerel,Lake or Reservoir,Lake,1998,Red River of the North,56-0475-00,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Pike Creek,Headwaters (Tenmile Lk 04-0267-00) to Lower Red Lk,Stream,2018,Red River of the North,09020302-521,"2Bg, 3C",Beltrami,Aquatic Life,Benthic macroinvertebrates bioassessments
Pike Creek,Headwaters (Tenmile Lk 04-0267-00) to Lower Red Lk,Stream,2018,Red River of the North,09020302-521,"2Bg, 3C",Beltrami,Aquatic Life,Dissolved oxygen
Pike Creek,Headwaters (Tenmile Lk 04-0267-00) to Lower Red Lk,Stream,2018,Red River of the North,09020302-521,"2Bg, 3C",Beltrami,Aquatic Life,Total suspended solids (TSS)
Pine,Lake or Reservoir,Lake,2006,Red River of the North,15-0149-00,"2B, 3C",Clearwater,Aquatic Consumption,Mercury in fish tissue
Pine Creek,Unnamed cr to Roseau R,Stream,2018,Red River of the North,09020314-542,"2Bg, 3C",Roseau,Aquatic Life,Fish bioassessments
Poplar River,Highway 59 to Lost R,Stream,2018,Red River of the North,09020305-504,"2Bg, 3C",Red Lake,Aquatic Recreation,Escherichia coli (E.coli)
Poplar River,Spring Lk to Highway 59,Stream,2018,Red River of the North,09020305-518,"2Bg, 3C",Polk,Aquatic Life,Benthic macroinvertebrates bioassessments
Poplar River,Spring Lk to Highway 59,Stream,2002,Red River of the North,09020305-518,"2Bg, 3C",Polk,Aquatic Life,Dissolved oxygen
Poplar River,Spring Lk to Highway 59,Stream,2018,Red River of the North,09020305-518,"2Bg, 3C",Polk,Aquatic Life,Fish bioassessments
Poplar River Diversion,Unnamed ditch to Badger Lk,Stream,2006,Red River of the North,09020305-543,"2Bg, 3C",Polk,Aquatic Life,Dissolved oxygen
Prairie,Lake or Reservoir,Lake,2004,Red River of the North,56-0915-00,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,2014,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,Aquatic Life,Benthic macroinvertebrates bioassessments
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,2004,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,Aquatic Life,Dissolved oxygen
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,2002,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,Aquatic Life,Fish bioassessments
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,1996,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,Aquatic Life,Turbidity
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,2010,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,Aquatic Recreation,Escherichia coli (E.coli)
"Rabbit River, South Fork",Wilkin County line to Rabbit R,Stream,2014,Red River of the North,09020101-512,"2Bg, 3C",Wilkin,Aquatic Life,Dissolved oxygen
"Rabbit River, South Fork",Wilkin County line to Rabbit R,Stream,2014,Red River of the North,09020101-512,"2Bg, 3C",Wilkin,Aquatic Life,Fish bioassessments
"Rabbit River, South Fork",Wilkin County line to Rabbit R,Stream,2014,Red River of the North,09020101-512,"2Bg, 3C",Wilkin,Aquatic Life,Turbidity
RED (UPPER RED),Lake or Reservoir,Lake,2002,Red River of the North,04-0035-01,"2B, 3C",Beltrami,Aquatic Consumption,Mercury in fish tissue
Red Lake River,Burnham Cr to Unnamed cr,Stream,1998,Red River of the North,09020303-501,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Mercury in fish tissue
Red Lake River,Burnham Cr to Unnamed cr,Stream,1998,Red River of the North,09020303-501,"1C, 2Bdg, 3C",Polk,Aquatic Life,Turbidity
Red Lake River,Black R to Gentilly R,Stream,1998,Red River of the North,09020303-502,"1C, 2Bdg, 3C",Red Lake,Aquatic Consumption,Mercury in fish tissue
Red Lake River,Black R to Gentilly R,Stream,2008,Red River of the North,09020303-502,"1C, 2Bdg, 3C",Red Lake,Aquatic Life,Turbidity
Red Lake River,Unnamed cr to Red R,Stream,1998,Red River of the North,09020303-503,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Mercury in fish tissue
Red Lake River,Unnamed cr to Red R,Stream,2002,Red River of the North,09020303-503,"1C, 2Bdg, 3C",Polk,Aquatic Life,Turbidity
Red Lake River,County Ditch 96 to Clearwater R,Stream,1998,Red River of the North,09020303-504,"1C, 2Bdg, 3C",Red Lake,Aquatic Consumption,Mercury in fish tissue
Red Lake River,County Ditch 96 to Clearwater R,Stream,2008,Red River of the North,09020303-504,"1C, 2Bdg, 3C",Red Lake,Aquatic Life,Turbidity
Red Lake River,County Ditch 99 to Burnham Cr,Stream,1998,Red River of the North,09020303-506,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Mercury in fish tissue
Red Lake River,County Ditch 99 to Burnham Cr,Stream,2008,Red River of the North,09020303-506,"1C, 2Bdg, 3C",Polk,Aquatic Life,Turbidity
Red Lake River,Thief R to Thief River Falls Dam,Stream,1998,Red River of the North,09020303-509,"1C, 2Bdg, 3C",Pennington,Aquatic Consumption,Mercury in fish tissue
Red Lake River,Clearwater R to Cyr Cr,Stream,1998,Red River of the North,09020303-510,"1C, 2Bdg, 3C",Red Lake,Aquatic Consumption,Mercury in fish tissue
Red Lake River,Cyr Cr to Black R,Stream,1998,Red River of the North,09020303-511,"1C, 2Bdg, 3C",Red Lake,Aquatic Consumption,Mercury in fish tissue
Red Lake River,Gentilly R to County Ditch 99,Stream,1998,Red River of the North,09020303-512,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Mercury in fish tissue
Red Lake River,Gentilly R to County Ditch 99,Stream,2008,Red River of the North,09020303-512,"1C, 2Bdg, 3C",Polk,Aquatic Life,Turbidity
Red Lake River,Thief River Falls Dam to County Ditch 96,Stream,1998,Red River of the North,09020303-513,"1C, 2Bdg, 3C",Pennington,Aquatic Consumption,Mercury in fish tissue
Red Lake River,Clearwater/Pennington Co line to CD 39,Stream,1998,Red River of the North,09020303-561,"1C, 2Bdg, 3C",Pennington,Aquatic Consumption,Mercury in fish tissue
Red Lake River,CD 39 to Thief R,Stream,1998,Red River of the North,09020303-562,"1C, 2Bdg, 3C",Pennington,Aquatic Consumption,Mercury in fish tissue
Red Lake River Reservoir,Lake or Reservoir,Lake,2012,Red River of the North,57-0051-00,"2B, 3C",Pennington,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Otter Tail R to Wild Rice R (ND),Stream,2008,Red River of the North,09020104-543,"1C, 2Bdg, 3C",Wilkin,Aquatic Consumption,Arsenic
Red River of the North,Otter Tail R to Wild Rice R (ND),Stream,1998,Red River of the North,09020104-543,"1C, 2Bdg, 3C",Wilkin,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Otter Tail R to Wild Rice R (ND),Stream,1996,Red River of the North,09020104-543,"1C, 2Bdg, 3C",Wilkin,Aquatic Life,Turbidity
Red River of the North,Otter Tail R to Wild Rice R (ND),Stream,2010,Red River of the North,09020104-543,"1C, 2Bdg, 3C",Wilkin,Aquatic Recreation,Escherichia coli (E.coli)
Red River of the North,Wild Rice R (ND) to Buffalo R,Stream,1998,Red River of the North,09020104-544,"1C, 2Bdg, 3C",Clay,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Wild Rice R (ND) to Buffalo R,Stream,1996,Red River of the North,09020104-544,"1C, 2Bdg, 3C",Clay,Aquatic Life,Turbidity
Red River of the North,Wild Rice R (ND) to Buffalo R,Stream,2018,Red River of the North,09020104-544,"1C, 2Bdg, 3C",Clay,Aquatic Recreation,Escherichia coli (E.coli)
Red River of the North,Buffalo R to Elm R (ND),Stream,2008,Red River of the North,09020107-501,"1C, 2Bdg, 3C",Norman,Aquatic Consumption,Arsenic
Red River of the North,Buffalo R to Elm R (ND),Stream,1998,Red River of the North,09020107-501,"1C, 2Bdg, 3C",Norman,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Buffalo R to Elm R (ND),Stream,2008,Red River of the North,09020107-501,"1C, 2Bdg, 3C",Norman,Aquatic Consumption,Mercury in water column
Red River of the North,Buffalo R to Elm R (ND),Stream,2010,Red River of the North,09020107-501,"1C, 2Bdg, 3C",Norman,Aquatic Life,Dissolved oxygen
Red River of the North,Buffalo R to Elm R (ND),Stream,1996,Red River of the North,09020107-501,"1C, 2Bdg, 3C",Norman,Aquatic Life,Turbidity
Red River of the North,Buffalo R to Elm R (ND),Stream,1994,Red River of the North,09020107-501,"1C, 2Bdg, 3C",Norman,Aquatic Recreation,Fecal coliform
Red River of the North,Elm R (ND) to Marsh R,Stream,1998,Red River of the North,09020107-522,"1C, 2Bdg, 3C",Norman,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Elm R (ND) to Marsh R,Stream,1996,Red River of the North,09020107-522,"1C, 2Bdg, 3C",Norman,Aquatic Life,Turbidity
Red River of the North,Marsh R to Buffalo Coulee (ND),Stream,1998,Red River of the North,09020301-543,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Marsh R to Buffalo Coulee (ND),Stream,2008,Red River of the North,09020301-543,"1C, 2Bdg, 3C",Polk,Aquatic Life,Turbidity
Red River of the North,Buffalo Coulee (ND) to English Coulee (ND),Stream,2008,Red River of the North,09020301-544,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Arsenic
Red River of the North,Buffalo Coulee (ND) to English Coulee (ND),Stream,1998,Red River of the North,09020301-544,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Buffalo Coulee (ND) to English Coulee (ND),Stream,2010,Red River of the North,09020301-544,"1C, 2Bdg, 3C",Polk,Aquatic Life,Dissolved oxygen
Red River of the North,Buffalo Coulee (ND) to English Coulee (ND),Stream,1996,Red River of the North,09020301-544,"1C, 2Bdg, 3C",Polk,Aquatic Life,Turbidity
Red River of the North,English Coulee (ND) to Turtle R (ND),Stream,2008,Red River of the North,09020306-523,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Arsenic
Red River of the North,English Coulee (ND) to Turtle R (ND),Stream,1998,Red River of the North,09020306-523,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Mercury in fish tissue
Red River of the North,English Coulee (ND) to Turtle R (ND),Stream,2008,Red River of the North,09020306-523,"1C, 2Bdg, 3C",Polk,Aquatic Consumption,Mercury in water column
Red River of the North,English Coulee (ND) to Turtle R (ND),Stream,2018,Red River of the North,09020306-523,"1C, 2Bdg, 3C",Polk,Aquatic Life,Total suspended solids (TSS)
Red River of the North,Turtle R (ND) to Park R (ND),Stream,2008,Red River of the North,09020306-524,"1C, 2Bdg, 3C",Marshall,Aquatic Consumption,Arsenic
Red River of the North,Turtle R (ND) to Park R (ND),Stream,1998,Red River of the North,09020306-524,"1C, 2Bdg, 3C",Marshall,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Turtle R (ND) to Park R (ND),Stream,2008,Red River of the North,09020306-524,"1C, 2Bdg, 3C",Marshall,Aquatic Consumption,Mercury in water column
Red River of the North,Turtle R (ND) to Park R (ND),Stream,2018,Red River of the North,09020306-524,"1C, 2Bdg, 3C",Marshall,Aquatic Life,Total suspended solids (TSS)
Red River of the North,Park R (ND) to Unnamed cr (ND),Stream,2008,Red River of the North,09020311-560,"1C, 2Bdg, 3C",Kittson,Aquatic Consumption,Arsenic
Red River of the North,Park R (ND) to Unnamed cr (ND),Stream,1998,Red River of the North,09020311-560,"1C, 2Bdg, 3C",Kittson,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Park R (ND) to Unnamed cr (ND),Stream,2008,Red River of the North,09020311-560,"1C, 2Bdg, 3C",Kittson,Aquatic Consumption,Mercury in water column
Red River of the North,Park R (ND) to Unnamed cr (ND),Stream,2008,Red River of the North,09020311-560,"1C, 2Bdg, 3C",Kittson,Aquatic Life,Turbidity
Red River of the North,Unnamed cr (ND) to MN/Canada border,Stream,2008,Red River of the North,09020311-561,"1C, 2Bdg, 3C",Kittson,Aquatic Consumption,Arsenic
Red River of the North,Unnamed cr (ND) to MN/Canada border,Stream,1998,Red River of the North,09020311-561,"1C, 2Bdg, 3C",Kittson,Aquatic Consumption,Mercury in fish tissue
Red River of the North,Unnamed cr (ND) to MN/Canada border,Stream,2008,Red River of the North,09020311-561,"1C, 2Bdg, 3C",Kittson,Aquatic Consumption,Mercury in water column
Red River of the North,Unnamed cr (ND) to MN/Canada border,Stream,2010,Red River of the North,09020311-561,"1C, 2Bdg, 3C",Kittson,Aquatic Life,Dissolved oxygen
Red River of the North,Unnamed cr (ND) to MN/Canada border,Stream,1996,Red River of the North,09020311-561,"1C, 2Bdg, 3C",Kittson,Aquatic Life,Turbidity
Rockstad,Lake or Reservoir,Lake,2018,Red River of the North,15-0075-00,"2B, 3C",Clearwater,Aquatic Recreation,Nutrients
Rose,Lake or Reservoir,Lake,2012,Red River of the North,56-0360-00,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Roseau River,Hay Cr to MN/Canada border,Stream,1998,Red River of the North,09020314-501,"2Bg, 3C",Roseau,Aquatic Consumption,Mercury in fish tissue
Roseau River,S Fk Roseau R to Hay Cr,Stream,1998,Red River of the North,09020314-502,"2Bg, 3C",Roseau,Aquatic Consumption,Mercury in fish tissue
Roseau River,Headwaters to S Fk Roseau R,Stream,1998,Red River of the North,09020314-504,"2Bg, 3C",Roseau,Aquatic Consumption,Mercury in fish tissue
Ruffy Brook,Headwaters to Clearwater R,Stream,2008,Red River of the North,09020305-513,"2Bg, 3C",Clearwater,Aquatic Recreation,Fecal coliform
Rush,Lake or Reservoir,Lake,1998,Red River of the North,56-0141-00,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Rush-Lizzie(south portion),Lake or Reservoir,Lake,1998,Red River of the North,56-0760-02,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Sallie,Lake or Reservoir,Lake,2010,Red River of the North,03-0359-00,"2B, 3C",Becker,Aquatic Consumption,Mercury in fish tissue
Sand,Lake or Reservoir,Lake,2008,Red River of the North,03-0659-00,"2B, 3C",Becker,Aquatic Recreation,Nutrients
Sand Hill River,Kittleson Cr to Unnamed cr,Stream,2014,Red River of the North,09020301-536,"2Bg, 3C",Polk,Aquatic Consumption,Mercury in fish tissue
Sand Hill River,Kittleson Cr to Unnamed cr,Stream,2014,Red River of the North,09020301-536,"2Bg, 3C",Polk,Aquatic Recreation,Escherichia coli (E.coli)
Sand Hill River,Unnamed cr to Red R,Stream,2014,Red River of the North,09020301-537,"2Bg, 3C",Polk,Aquatic Consumption,Mercury in fish tissue
Sand Hill River,Unnamed cr to Red R,Stream,2010,Red River of the North,09020301-537,"2Bg, 3C",Polk,Aquatic Life,Turbidity
Sand Hill River,Unnamed cr to Red R,Stream,2014,Red River of the North,09020301-537,"2Bg, 3C",Polk,Aquatic Recreation,Escherichia coli (E.coli)
Sand Hill River,CD 17 to Kittleson Cr,Stream,2014,Red River of the North,09020301-542,"2Bg, 3C",Polk,Aquatic Life,Fish bioassessments
Sand Hill River,CD 17 to Kittleson Cr,Stream,2014,Red River of the North,09020301-542,"2Bg, 3C",Polk,Aquatic Recreation,Escherichia coli (E.coli)
Sand Hill River,"T147 R40W S20, south line to -95.827 47.551",Stream,2014,Red River of the North,09020301-546,"2Bg, 3C",Polk,Aquatic Life,Benthic macroinvertebrates bioassessments
Sand Hill River,"T147 R40W S20, south line to -95.827 47.551",Stream,2008,Red River of the North,09020301-546,"2Bg, 3C",Polk,Aquatic Life,Dissolved oxygen
Sand Hill River,-95.827 47.551 to CD 17,Stream,2008,Red River of the North,09020301-547,"2Bg, 3C",Polk,Aquatic Life,Dissolved oxygen
Sand Hill River,-95.827 47.551 to CD 17,Stream,2014,Red River of the North,09020301-547,"2Bg, 3C",Polk,Aquatic Life,Fish bioassessments
Sand Hill River,-95.827 47.551 to CD 17,Stream,2010,Red River of the North,09020301-547,"2Bg, 3C",Polk,Aquatic Life,Turbidity
Sand Hill River,-95.827 47.551 to CD 17,Stream,2014,Red River of the North,09020301-547,"2Bg, 3C",Polk,Aquatic Recreation,Escherichia coli (E.coli)
Sandy,Lake or Reservoir,Lake,2006,Red River of the North,04-0124-00,"2B, 3C",Beltrami,Aquatic Consumption,Mercury in fish tissue
Sandy River,Headwaters (Sandy Lk 04-0307-00) to Lower Red Lk,Stream,2018,Red River of the North,09020302-522,"2Bg, 3C",Beltrami,Aquatic Recreation,Escherichia coli (E.coli)
Severson Creek (County Ditch 23),Unnamed cr to Roseau R,Stream,2018,Red River of the North,09020314-516,"2Bg, 3C",Roseau,Aquatic Life,Benthic macroinvertebrates bioassessments
Severson Creek/County Ditch 23,Severson Cr to Unnamed cr,Stream,2018,Red River of the North,09020314-541,"2Bg, 3C",Roseau,Aquatic Life,Benthic macroinvertebrates bioassessments
Shotley Brook,Headwaters to Upper Red Lk,Stream,2018,Red River of the North,09020302-502,"2Bg, 3C",Beltrami,Aquatic Life,Benthic macroinvertebrates bioassessments
Shotley Brook,Headwaters to Upper Red Lk,Stream,2018,Red River of the North,09020302-502,"2Bg, 3C",Beltrami,Aquatic Recreation,Escherichia coli (E.coli)
Silver Creek,Headwaters to Anderson Lk,Stream,2018,Red River of the North,09020305-527,"2Bg, 3C",Clearwater,Aquatic Life,Benthic macroinvertebrates bioassessments
Silver Creek,Headwaters to Anderson Lk,Stream,2006,Red River of the North,09020305-527,"2Bg, 3C",Clearwater,Aquatic Recreation,Fecal coliform
Snake River,Middle R to Red R,Stream,2016,Red River of the North,09020309-501,"2Bg, 3C",Marshall,Aquatic Consumption,Mercury in water column
Snake River,Middle R to Red R,Stream,2002,Red River of the North,09020309-501,"2Bg, 3C",Marshall,Aquatic Life,Dissolved oxygen
Snake River,Middle R to Red R,Stream,2016,Red River of the North,09020309-501,"2Bg, 3C",Marshall,Aquatic Life,Fish bioassessments
Snake River,Middle R to Red R,Stream,2002,Red River of the North,09020309-501,"2Bg, 3C",Marshall,Aquatic Life,Turbidity
Snake River,CD 3 to Middle R,Stream,2016,Red River of the North,09020309-502,"2Bg, 3C",Marshall,Aquatic Life,Benthic macroinvertebrates bioassessments
Snake River,CD 3 to Middle R,Stream,2010,Red River of the North,09020309-502,"2Bg, 3C",Marshall,Aquatic Life,Dissolved oxygen
Snake River,CD 3 to Middle R,Stream,2016,Red River of the North,09020309-502,"2Bg, 3C",Marshall,Aquatic Life,Fish bioassessments
Snake River,CD 3 to Middle R,Stream,2010,Red River of the North,09020309-502,"2Bg, 3C",Marshall,Aquatic Life,Turbidity
Snake River,S Br Snake R to CD 7,Stream,2016,Red River of the North,09020309-504,"2Bg, 3C",Marshall,Aquatic Life,Benthic macroinvertebrates bioassessments
Snake River,S Br Snake R to CD 7,Stream,2002,Red River of the North,09020309-504,"2Bg, 3C",Marshall,Aquatic Life,Fish bioassessments
Snake River,S Br Snake R to CD 7,Stream,2008,Red River of the North,09020309-504,"2Bg, 3C",Marshall,Aquatic Life,Turbidity
Snake River,S Br Snake R to CD 7,Stream,2016,Red River of the North,09020309-504,"2Bg, 3C",Marshall,Aquatic Recreation,Escherichia coli (E.coli)
Snake River,"T154 R49W S17, east line to CD 3",Stream,2016,Red River of the North,09020309-537,"2Bg, 3C",Marshall,Aquatic Life,Benthic macroinvertebrates bioassessments
Snake River,"T154 R49W S17, east line to CD 3",Stream,2004,Red River of the North,09020309-537,"2Bg, 3C",Marshall,Aquatic Life,Dissolved oxygen
Snake River,"T154 R49W S17, east line to CD 3",Stream,2002,Red River of the North,09020309-537,"2Bg, 3C",Marshall,Aquatic Life,Fish bioassessments
Snake River,"T154 R49W S17, east line to CD 3",Stream,2016,Red River of the North,09020309-537,"2Bg, 3C",Marshall,Aquatic Recreation,Escherichia coli (E.coli)
Snake River,Unnamed cr to S Br Snake R,Stream,2016,Red River of the North,09020309-543,"2Bg, 3C",Marshall,Aquatic Life,Benthic macroinvertebrates bioassessments
Snake River,Unnamed cr to S Br Snake R,Stream,2010,Red River of the North,09020309-543,"2Bg, 3C",Marshall,Aquatic Life,Dissolved oxygen
Snake River,Unnamed cr to S Br Snake R,Stream,2016,Red River of the North,09020309-543,"2Bg, 3C",Marshall,Aquatic Life,Fish bioassessments
Snake River,Unnamed cr to S Br Snake R,Stream,2016,Red River of the North,09020309-543,"2Bg, 3C",Marshall,Aquatic Recreation,Escherichia coli (E.coli)
"Snake River, South Branch (new channel)",Headwaters to Snake R,Stream,2016,Red River of the North,09020309-546,"2Bg, 3C",Marshall,Aquatic Life,Fish bioassessments
"Snake River, South Branch (old channel)",Unnamed ditch to Snake R,Stream,2016,Red River of the North,09020309-544,"2Bg, 3C",Marshall,Aquatic Life,Benthic macroinvertebrates bioassessments
"Snake River, South Branch (old channel)",Unnamed ditch to Snake R,Stream,2016,Red River of the North,09020309-544,"2Bg, 3C",Marshall,Aquatic Life,Fish bioassessments
Sorenson,Lake or Reservoir,Lake,2010,Red River of the North,03-0625-00,"2B, 3C",Becker,Aquatic Recreation,Nutrients
South Cormorant River,Headwaters to Blackduck R,Stream,2018,Red River of the North,09020302-507,"2Bg, 3C",Beltrami,Aquatic Recreation,Escherichia coli (E.coli)
South Lida,Lake or Reservoir,Lake,2012,Red River of the North,56-0747-02,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Spring Creek,Unnamed cr to Hay Cr,Stream,2012,Red River of the North,09020106-534,"2Bg, 3C",Clay,Aquatic Life,Benthic macroinvertebrates bioassessments
Spring Creek,Unnamed cr to Hay Cr,Stream,2012,Red River of the North,09020106-534,"2Bg, 3C",Clay,Aquatic Life,Fish bioassessments
