respondentid,"choice1 ","choice2 ","choice3 ","choice4 ","choice5 ","choice6 ","choice7 ",choice8,countyresident,countyland,scenicconcern,scenicmoderate,scenicmajor,nutrientconcern,nutrientmoderate,nutrientmajor,habitatconcern,habitatmoderate,habitatmajor,sedimentconcern,sedimentmoderate,sedimentmajor,recreationconcern,recreationmoderate,recreationmajor,valknowconservation,valundueblame,valwaterimportant,vallandregulate,valwaterproblem,valpaymentimportant,valtogether,valstaff,valsteward,valinfluence,pollutionobs,familiar25,otherswetland,otherscovercrop,othersnm,pastcrp,pastfcp,pastmci,pastoneseason,pastlongterm,pastgcdt,pastgcsv,nowcrp,noweqip,nowfcsv,nowcsp,practicegd,practicemintill,practicerb,practicerp,obssediment,obsnutrients,obsodor,obstrash,obslackfish,obsunsafeswim,obscolor,obsunsafedrink,opwetlandfamiliar,opwetlandcostr,opwetlandcontrol,opwetlandequipment,opwetlandcostm,opwetlandhabitat,opwetlandsoil,opcovercropfamiliar,opcovercroprp,opcovercroptimep,opcovercroptimeh,opcovercroprs,opcovercropis,opcovercropln,opnmfamiliar,opnmrs,opnmrl,opnmis,opnmrf,opnmcost,opwetlandopen,opwetlandrestored,opcovercropopen,opcovercropplant,opnmopen,acfish,acswim,acexplore,ackayak,achunt,achike,acbike,acpicnic,achorseride,acgooffroading,sptlandowners,sptfarmmanager,sptrenters,sptgovstaff,sptmrbboard,infonrcs,infofsa,infoces,infomedial,infospecialists,infosfdealer,infomdealer,infoneighborfriends,infoscdc,infovai,infoprivateconsultants,infonpo,infomedian,preferfielddemo,preferinternet,prefercountymeeting,prefertelevision,prefermagazines,preferradio,preferprinted,prefervisual,preferonfarmconsul,prefertradeshows,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017
6946258184,C,V,C,V,C,V,V,C,Watonwan,Watonwan,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,4,1,5,5,4,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,1,2,2,1,1,5,2,4,3,5,5,3,4,2,2,5,2,1,2,3,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6946255870,V,C,V,C,V,V,C,C,Dakota,Dakota,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,3,1,2,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,3,2,4,4,2,5,5,5,1,1,1,1,5,5,5,2,2,5,5,1,1,2,1,2,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,Female,50-70,Some college but no 4-year degree,"$25,000 - $99,999",1%-25%,1 to 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Alfalfa/other hay,Retired
6946253329,,,,,,,,,Freeborn,Freeborn,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,4,5,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,3,5,5,3,3,3,3,3,3,3,3,3,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$1 -$24,999",50%-75%,"500 to 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6946252003,,,,,,,,,Rice,Rice,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,5,5,4,3,5,5,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,3,5,5,,2,2,2,3,5,5,5,2,3,3,4,3,3,1,3,3,3,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Female,50-70,Graduate degree,"$1 -$24,999",1%-25%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),
6946250964,,,,,,,,,Murray,Murray,2,3,3,4,3,3,4,4,3,4,4,3,4,3,3,4,4,4,4,4,2,5,5,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,3,3,2,2,5,5,4,2,2,2,4,4,4,4,3,3,4,4,2,1,3,1,2,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others
6946249196,V,C,C,C,V,V,C,C,Jackson,Jackson,2,3,3,2,3,3,3,3,3,3,3,3,2,2,2,5,4,4,3,3,4,4,4,4,3,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,4,2,4,4,4,3,4,2,1,3,3,3,3,3,3,2,3,3,3,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,Male,Over 70,High school diploma,"$250,000 - $499,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6946247015,C,C,V,C,C,C,C,C,Murray,Murray,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3,4,4,3,2,3,2,2,2,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,4,4,4,5,5,2,4,4,3,3,4,4,4,3,2,3,3,4,4,4,2,3,1,3,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Male,50-70,High school diploma,"$25,000 - $99,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6946167103,V,V,V,V,V,V,V,V,Cottonwood,Cottonwood,3,3,3,3,3,4,3,3,4,3,3,3,2,3,3,4,4,4,2,4,4,4,4,3,3,1,3,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,3,4,2,3,5,4,3,2,2,2,4,4,2,3,2,2,3,5,4,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",1%-25%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others
6946164683,V,V,V,V,V,V,V,C,Freeborn,Freeborn,3,4,4,2,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,3,2,2,2,4,4,3,3,2,2,4,4,3,1,2,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,Male,30-50,Some college but no 4-year degree,"$500,000 to $999,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Conservation Reserve Program (CRP),Full-time farm work on land owned by me or rented from others
6946161348,V,V,V,V,V,V,V,V,Nicollet,Nicollet,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,3,5,5,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,3,3,3,2,5,5,2,2,2,2,5,5,3,1,3,3,4,3,3,1,3,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,Male,Over 70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6946157221,C,V,C,V,C,V,V,C,Grant,Grant,1,3,3,2,3,2,1,2,1,2,2,1,1,2,2,4,5,4,3,2,3,4,4,5,4,3,2,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,4,4,3,2,4,3,3,3,4,4,4,3,2,3,3,3,3,3,2,2,1,2,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,Male,30-50,"B.A., B.S., or equivalent","$500,000 to $999,999",75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Wheat,Full-time farm work on land owned by me or rented from others
6946154289,C,C,C,C,C,V,V,C,Lac Qui Parle,Lac Qui Parle,1,2,,1,3,3,3,1,1,2,2,2,2,2,1,3,5,4,3,4,4,3,3,4,3,2,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,2,2,4,3,4,4,3,1,2,2,3,4,3,3,2,3,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Male,30-50,High school diploma,"$100,000 - $249,999",75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6946149478,V,C,C,C,C,V,C,C,Sibley,Sibley,2,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,3,4,3,4,2,4,4,4,4,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,2,3,3,3,3,5,4,3,3,3,3,4,4,3,1,3,3,3,3,3,1,2,1,2,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Male,50-70,High school diploma,"$25,000 - $99,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6946147157,C,C,V,C,C,C,C,C,Lac Qui Parle,Lac Qui Parle,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,5,4,3,3,4,4,4,4,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,3,3,3,3,5,4,4,4,3,1,3,3,3,3,5,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Wheat,Full-time farm work on land owned by me or rented from others
6946144634,,,,,,,,,Le Sueur,Le Sueur,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,2,3,4,4,4,4,4,3,1,3,3,4,4,4,4,1,1,3,3,3,2,3,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945891488,V,V,V,V,V,V,V,V,Lac Qui Parle,Lac Qui Parle,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,5,4,3,4,4,4,4,5,3,1,3,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,2,2,2,3,2,4,4,4,2,3,3,4,4,4,2,2,2,2,4,4,3,2,1,2,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6945889965,V,V,C,C,C,V,V,C,Kandiyohi,Kandiyohi,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,2,3,4,4,4,4,4,1,2,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,2,4,4,4,4,3,4,3,2,3,2,4,4,3,3,2,2,3,4,2,2,2,1,3,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,Male,50-70,"B.A., B.S., or equivalent","$250,000 - $499,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6945888906,,,,,,,,,Brown,Brown,3,3,3,3,3,3,4,3,3,2,2,2,3,3,3,,,,,,,,,,,2,1,,,,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945887634,V,V,V,V,V,V,V,V,Faribault,Faribault,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,1,1,4,2,5,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,4,3,5,3,5,5,1,1,1,5,5,5,1,1,5,2,2,2,3,2,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Male,30-50,"B.A., B.S., or equivalent","$1,000,000 and over",75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945886504,C,C,C,C,C,C,C,C,Pipestone,Pipestone,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,4,4,3,2,2,4,4,3,4,2,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,4,3,3,2,3,4,3,3,3,3,2,3,3,2,3,3,2,3,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945885329,V,V,V,V,V,V,V,V,Nicollet,Nicollet,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,4,1,3,1,3,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Male,30-50,Some college but no 4-year degree,"$1 -$24,999",1%-25%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945884181,C,C,C,C,C,C,C,C,Dakota,Dakota,2,2,2,5,5,5,3,3,3,3,3,2,2,2,2,4,3,5,3,5,4,4,4,4,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,4,4,3,5,3,3,4,4,1,1,3,3,4,3,3,2,3,2,3,3,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Female,50-70,Graduate degree,"$1 -$24,999",0,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time off-farm work
6945882081,V,V,V,V,V,V,V,V,Brown,Brown,3,4,3,5,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,3,3,3,3,3,3,2,3,3,3,4,4,3,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Male,50-70,High school diploma,,50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6945880499,V,V,V,V,V,V,V,V,Cottonwood,Cottonwood,1,2,3,1,2,2,3,3,2,1,1,1,3,2,2,4,5,4,2,2,3,3,3,5,3,3,1,0,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,4,2,4,3,3,4,4,4,3,3,3,3,3,3,3,4,2,3,2,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,"$25,000 - $99,999",50%-75%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945876874,C,V,C,C,C,V,V,C,Murray,Murray,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,3,1,4,3,2,5,4,3,4,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,5,5,5,2,3,5,2,2,2,5,5,5,4,3,3,3,4,3,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others
6945874059,V,V,V,C,V,V,V,C,Yellow Medicine,Yellow Medicine,2,2,2,3,3,3,2,2,2,3,2,2,3,3,2,4,4,5,4,3,3,5,5,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,3,4,4,4,4,3,4,3,2,4,2,4,4,2,4,2,2,4,4,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$250,000 - $499,999",50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6945872667,C,C,V,C,C,V,C,C,Lyon,Lyon,4,4,3,3,3,2,3,3,3,3,4,3,3,3,2,4,3,4,2,4,2,4,4,4,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,2,2,4,4,2,3,4,4,3,3,3,2,2,2,4,4,2,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945870973,V,C,V,C,C,C,C,V,Renville,Renville,2,3,2,2,2,2,1,1,1,2,2,2,3,3,3,4,5,4,1,2,4,4,4,4,3,2,,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,5,5,5,5,1,1,3,2,4,3,4,3,3,3,3,3,3,3,3,2,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945868936,C,C,C,C,C,C,C,C,Lac Qui Parle,Lac Qui Parle,2,2,2,3,2,3,3,3,2,2,2,1,2,2,1,4,5,4,3,2,4,3,3,4,4,2,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,4,4,1,2,3,3,4,5,4,3,3,1,3,3,3,3,3,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Male,50-70,Graduate degree,"$100,000 - $249,999",1%-25%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6945867319,V,C,V,C,V,V,C,C,Murray,Murray,4,4,3,3,4,4,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,4,5,5,5,5,1,1,4,5,5,2,4,4,4,2,2,3,3,4,2,2,3,2,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945865748,C,C,C,C,C,C,C,C,Sibley,Sibley,3,4,3,3,3,3,4,4,4,3,3,3,4,4,4,3,4,4,4,3,3,4,4,4,4,3,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,3,4,4,1,3,4,4,4,4,4,1,4,3,3,3,3,2,3,3,3,2,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,Male,50-70,High school diploma,"$1 -$24,999",75%-100%,,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945864732,,,,,,,,,Sibley,Sibley,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,4,4,4,5,4,4,1,5,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,5,2,2,2,2,5,5,5,2,2,2,5,5,5,5,2,2,5,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,,,,,25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Alfalfa/other hay,Full-time farm work on land owned by me or rented from others
6945771977,V,C,V,V,V,V,V,V,Freeborn,Freeborn,2,2,2,4,3,3,4,4,3,4,3,4,3,3,4,4,4,5,2,4,3,4,4,5,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,5,5,5,5,1,2,4,2,3,3,5,4,4,2,3,2,4,3,3,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Male,Over 70,Some college but no 4-year degree,"$1 -$24,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Part-time off-farm work
6945769093,,V,C,V,,,,C,Lac Qui Parle,Lac Qui Parle,1,1,2,2,2,2,3,1,2,2,2,2,1,1,2,,,,,,,,,,,2,1,,,,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6945765963,C,C,V,C,V,V,C,C,Lincoln,Lincoln,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,4,4,4,3,2,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,4,4,4,1,2,2,3,4,4,3,3,2,2,4,5,2,2,2,1,3,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,,75%-100%,,"Yes, and I am in charge of a day to day farm operation.",Wheat,Full-time farm work on land owned by me or rented from others
6945762450,C,C,C,V,C,C,V,C,Murray,Murray,1,1,1,3,3,3,1,2,1,3,3,2,2,2,2,4,4,5,3,3,2,4,4,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,4,2,3,2,3,4,4,4,3,3,3,3,,3,3,2,2,4,4,3,3,2,3,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",1%-25%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6945759082,C,C,V,C,V,V,C,C,Brown,Brown,3,4,3,2,3,2,4,3,3,2,2,2,3,3,3,4,3,4,4,3,4,3,3,4,4,3,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,3,3,4,3,4,4,3,2,2,2,4,4,4,2,3,3,4,4,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Male,50-70,High school diploma,"$25,000 - $99,999",1%-25%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
